74300;Tomtabacken A;57.4981;14.4645;355.895;1.0;G
126290;Torpshammar A;62.4943;16.2774;99.0;-2.2;G
63590;Torup A;56.9494;13.0601;132.532;4.8;G
97100;Tullinge A;59.1785;17.9093;44.858;-1.3;G
122260;Tännäs A;62.4494;12.6676;723.013;-0.2;G
72090;Ullared A;57.1134;12.7732;122.356;5.6;G
73470;Ulricehamn;57.8052;13.4083;175.0;;
140480;Umeå Flygplats;63.7947;20.2918;14.0;-0.8;G
97510;Uppsala Aut;59.8586;17.6253;13.0;1.4;G
97530;Uppsala Flygplats;59.8953;17.5935;21.0;-1.5;G
55570;Utklippan A;55.9557;15.7077;3.0;5.4;G
160970;Vidsel Mo;65.8769;20.1543;182.0;0.0;G
146350;Vilhelmina A;64.5798;16.8386;348.198;-0.1;G
149120;Vindeln-Sunnansjönäs;64.1386;19.7618;237.0;;
71380;Vinga A;57.6322;11.6048;18.205;8.7;G
78400;Visby Flygplats;57.6614;18.3428;42.0;-1.7;G
84050;Visingsö A;58.0948;14.4058;93.582;3.6;G
181900;Vittangi;67.6943;21.6335;250.0;;
81350;Väderöarna A;58.576;11.0661;22.356;6.8;G
96350;Västerås;59.5972;16.6001;15.836;;
138070;Västmarkum A;63.1243;18.2518;141.392;-3.2;G
64510;Växjö A;56.8463;14.8296;198.861;2.0;G
173900;Ylinenjärvi A;66.6223;23.4635;133.672;-2.1;G
124110;Ytterhogdal;62.1817;14.9478;263.585;;
114140;Älvdalen A;61.2536;14.0355;251.633;1.2;G
161910;Älvsbyn A;65.6691;21.062;43.384;-3.2;G
106570;Åmot A;60.9614;16.4279;161.678;-3.2;G
133250;Åre-Björnänge V;63.3738;13.1607;403.0;;
82090;Åsbräcka-Torpabron V;58.1997;12.1541;17.0;;
147090;Åsele A;64.165;17.3153;307.712;-1.5;G
77210;Ölands norra udde A;57.3671;17.0954;2.762;4.6;G
66110;Ölands södra udde A;56.1977;16.4005;1.53;5.5;G
95130;Örebro Flygplats;59.2289;15.0455;53.0;1.9;G
138240;Örnsköldsviks Flygplats;63.4119;18.9797;108.0;-3.6;G
108320;Örskär A;60.5256;18.3729;6.539;1.9;G
78280;Östergarnsholm A;57.4408;18.9839;8.127;3.5;G
102170;Östmark-Åsarna;60.2788;12.8538;135.0;;
172770;Överkalix-Svartbyn A;66.2618;22.8427;61.024;-2.5;G
173810;Övertorneå;66.386;23.6155;59.508;;
